left knee,left knee,left knee,right knee,right knee,right knee,left hip,left hip,left hip,right hip,right hip,right hip
x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
641.2470703,493.9176331,0.948729753,434.1025696,484.6491699,0.883330762,624.8414307,128.3191528,0.854024887,399.5302734,144.1591492,0.881094396
638.0980225,494.8218384,0.955529511,434.4308777,485.372406,0.883561671,627.3965454,130.1103668,0.908724964,401.0816345,144.4567108,0.881871164
635.0223999,496.949646,0.945447624,435.3189392,486.1952515,0.877699912,629.7372437,133.4153137,0.940492988,403.3913269,143.6907501,0.891943693
632.2838135,499.0357666,0.960858047,435.5371704,486.7747192,0.873425484,631.2072144,135.765625,0.931367397,405.4222107,143.8763428,0.903160393
635.5432129,499.7697449,0.948337436,436.99823,486.8485718,0.878316879,632.4709473,134.8044434,0.885368764,406.9993591,141.9297638,0.889555573
636.984436,497.3626404,0.94398731,439.6630859,485.9801636,0.892086685,635.7150879,132.4941254,0.873875856,411.6723022,141.6963654,0.844701231
637.8895874,496.431366,0.941637337,442.3126526,485.8165894,0.858330548,640.7974243,131.5868988,0.908628285,414.2687683,139.9919281,0.896545708
638.7124634,496.1247559,0.944957733,447.2825928,487.1691589,0.853182375,645.0717773,132.7936859,0.937633872,417.0508728,139.4686584,0.885132492
640.3098145,496.0210266,0.950125098,449.2721863,486.8612366,0.871367037,647.3939209,133.7295074,0.903930902,420.4320068,139.0690002,0.874045849
641.3837891,496.0671082,0.95318222,450.0788574,487.0836182,0.879355669,650.9122925,132.5319519,0.839146614,424.0670471,138.3232422,0.847408295
643.1057739,496.7612305,0.954985857,450.6608887,487.1515198,0.880522907,654.3789063,132.4885559,0.918784976,428.9035645,138.540451,0.831174433
644.6282349,496.5509033,0.95825243,451.6874695,487.1421509,0.883767664,658.2199097,132.2994232,0.911251426,430.4264526,139.0375061,0.883271694
645.663208,496.5439453,0.95993346,452.6925354,487.4529114,0.883694708,661.3866577,133.6495514,0.934524655,431.8676758,138.7073517,0.883829415
646.2481689,496.7552795,0.960300028,452.5134583,487.649231,0.882658124,662.8934937,133.8921814,0.928129375,434.1186829,139.3328857,0.86768657
647.6838989,497.2904053,0.955635667,452.5066528,488.4125977,0.862876713,665.3237915,133.3374786,0.872659683,437.2461243,139.449173,0.863620102
649.6379395,498.6495361,0.948918879,454.3533325,491.0137024,0.868520498,667.4956055,133.4238739,0.85012579,439.0631714,138.6737976,0.851843953
651.3903198,499.8830872,0.927487731,455.0322876,491.177002,0.864129841,669.3212891,133.6026917,0.909645021,441.2734985,138.3881683,0.828250587
652.4917603,497.7507019,0.935251176,456.3857117,491.9107361,0.875602186,671.0076904,133.516571,0.929737508,442.4403076,138.6159363,0.813924849
654.225769,498.5598755,0.943264723,457.096283,492.2814636,0.867981553,673.5239258,133.685379,0.926122665,445.4161072,139.5378113,0.848537683
655.5584106,499.4307861,0.950614572,457.3674011,492.7419128,0.872696638,675.5336304,134.8804779,0.931020856,446.1187134,139.8262024,0.868751228
657.5122681,500.4494019,0.955426455,458.0511169,493.1977234,0.877329528,676.7609863,135.7755127,0.935684919,446.6308594,139.3308105,0.864695907
658.4429321,500.7174683,0.959535658,458.7359009,495.6774292,0.872156084,677.8884277,136.0389252,0.945993304,447.4664612,138.749588,0.871237576
659.2677612,501.3102722,0.959955096,459.401123,496.0653381,0.885553002,678.883667,136.282196,0.941940546,448.3483887,138.7159271,0.867971957
659.531189,501.7301941,0.959850073,459.7265015,496.7698975,0.894103646,679.3793945,136.1126709,0.932266951,448.8226929,138.5754242,0.859376848
659.8203125,501.933075,0.958941162,460.1849976,497.0566101,0.903989255,680.0460815,135.6834869,0.913985372,450.0402832,138.2157288,0.844903946
659.9476318,502.3328552,0.955189526,460.1607666,497.1867981,0.904077709,680.833252,134.9533844,0.891709268,450.7444763,137.8947754,0.835069418
659.96875,502.3613586,0.953833401,460.1885071,497.3714294,0.901867151,681.5369263,134.7487793,0.879848897,451.0866089,138.0244141,0.839835405
660.0394897,503.0172729,0.950030923,460.192749,497.6691589,0.900337458,682.2366333,134.4890594,0.846659541,451.64328,137.9013519,0.845855832
660.0197144,503.8610535,0.944524348,459.9508057,497.9304199,0.894794405,682.4486694,134.0617523,0.843958199,451.791626,137.8868256,0.850956917
659.6643066,504.6634521,0.937273085,459.7033081,498.1095276,0.884995639,682.2875977,133.5739899,0.862236917,451.620636,137.8354034,0.852594852
659.3366089,504.9859314,0.931059122,459.9385681,496.3435974,0.884488285,683.0259399,132.6354065,0.84989953,451.4960327,137.8132324,0.85410589
659.1567383,505.303772,0.922751665,460.0578918,496.3034973,0.88749218,683.5504761,132.2057648,0.83677882,451.8549805,137.6807861,0.84950757
659.2907104,505.6196594,0.917815089,460.151947,496.259552,0.889629185,683.635437,131.9958191,0.828241348,452.2306824,137.5012054,0.844817042
659.2880859,505.5825195,0.919019043,460.1230469,496.3707275,0.890103817,684.1049194,131.9879303,0.836297452,452.7897949,137.1461639,0.844693422
659.494812,505.5246887,0.92302084,460.2450867,496.4315491,0.889642596,683.1739502,132.2798615,0.821482003,453.2848816,136.8728333,0.834317446
659.6453857,505.4806824,0.923526585,460.2272034,496.4324036,0.890528262,683.1756592,132.1461639,0.83236748,452.5537415,137.1264801,0.836224437
659.7644653,505.3911743,0.92496568,460.2473145,496.4231567,0.891229987,683.1851807,132.1724548,0.835621953,452.4752197,137.0342865,0.835887611
659.5800171,505.1167297,0.928158164,460.2252502,496.2982178,0.889701188,683.958313,131.7525787,0.819533765,451.791626,136.9669647,0.843034148
659.0244141,505.0892029,0.93071717,459.1596375,495.8925781,0.897290945,682.9478149,132.0127716,0.831892192,450.9702759,136.0564117,0.856284916
658.6860352,504.9596863,0.925765574,458.3481445,495.4283142,0.911359727,681.0505371,131.7508087,0.859892309,450.040741,135.7712708,0.84418726
657.9015503,504.9291077,0.919906974,457.3811951,495.0511475,0.925617874,680.1780396,132.0515442,0.875763178,449.166748,135.660553,0.848998785
656.7862549,504.8668213,0.914828837,455.78302,494.6862183,0.937349021,679.0799561,132.5323639,0.893967628,447.3417969,135.6766205,0.834900975
655.1859741,504.0096436,0.912679315,454.9230652,494.5381165,0.939362884,678.2520752,133.0459137,0.915487766,446.7377319,135.4316864,0.832310617
654.1083374,503.6262817,0.898427427,453.5205078,494.3779907,0.939768136,677.1107788,132.7745667,0.922576189,446.0072632,135.5161743,0.818135202
652.9882202,503.2904663,0.892404139,453.0621033,494.6101074,0.937980771,676.1062012,132.2086639,0.912772655,445.6834717,134.9201202,0.779431939
651.9465942,503.1782227,0.879060686,452.4766846,494.6220398,0.936812639,675.142395,132.2595673,0.916629374,443.8038635,136.2352905,0.781616092
651.3827515,503.2101746,0.852811158,451.7666016,494.717804,0.936413348,673.8555298,132.1168365,0.908764124,443.0433044,136.2561493,0.777677357
649.6326904,505.5665283,0.864839017,451.3669434,494.747345,0.934339464,672.7920532,131.9122314,0.888036728,442.5719299,136.2399597,0.767630458
648.9952393,505.6113892,0.866124749,451.433075,494.701355,0.932174325,671.888916,131.5969391,0.883431971,440.0858154,135.8435516,0.76394856
648.4928589,505.2832336,0.886591613,451.4890137,494.793335,0.931260467,671.3113403,131.745636,0.881808579,439.8190918,135.8540955,0.773234665
648.3560791,504.9926147,0.897136748,451.7677612,494.7244263,0.933790207,671.1482544,131.6361847,0.873857915,439.9295959,136.0045776,0.777651668
648.6123657,504.8436584,0.901738942,452.1434326,494.6150818,0.933855772,671.4689331,131.6159973,0.88661778,442.7414856,136.23703,0.771304488
649.401001,504.3822327,0.905722916,452.5915222,494.6541138,0.933724165,671.8627319,131.8947601,0.898221374,442.8886719,136.3340607,0.766725361
649.9014893,503.9288025,0.917874992,453.1548157,494.6284485,0.933450401,672.2667236,132.3775177,0.904669166,443.5525818,136.3744354,0.762441874
650.2724609,503.3823853,0.920855343,454.1238708,494.6559448,0.929177999,672.5432129,132.7670441,0.909880817,445.7113037,135.5485229,0.781641603
650.3669434,502.9090881,0.922028422,454.8104248,494.6013184,0.928730845,672.7779541,133.1644287,0.916839063,446.0109558,135.9578857,0.801864088
649.1708984,502.3567505,0.930166066,455.2265625,494.5264893,0.928361535,672.8589478,133.4738922,0.917578399,446.0379639,136.7346191,0.823688924
647.9858398,501.3346252,0.939015031,455.4966736,494.3242188,0.927113295,672.6998291,133.4676819,0.917166173,446.0014954,136.986496,0.829961717
647.2076416,500.1921387,0.935845792,455.7436523,493.9485779,0.927351952,672.6480713,133.5305786,0.908344805,445.8259888,137.422699,0.841673076
646.0004883,500.2371216,0.929207861,455.6308899,493.8867188,0.928686619,672.5098267,133.2182922,0.906604588,445.9407654,138.3821411,0.858872592
645.1000977,500.9650879,0.92381835,455.4241028,493.8027954,0.927392066,673.0897217,133.8167419,0.906686366,445.8952637,138.6604919,0.864721358
645.2717285,501.2038574,0.927083373,455.4651794,493.7550049,0.92751807,673.5770874,133.9914093,0.916451633,446.2049866,138.7362823,0.873994887
645.6900024,501.7549438,0.930431664,456.6286621,493.6785278,0.919888854,674.6552124,134.4186096,0.91531992,446.8780823,138.850708,0.869597256
646.1135864,502.3042603,0.926572144,458.3146362,493.7376709,0.90709275,676.0359497,135.6059418,0.929521501,448.0445557,139.1075439,0.877463937
647.1594238,502.9364319,0.919739902,459.5122681,494.0974121,0.884753883,678.0023193,136.4514313,0.926748335,450.4025574,139.8264923,0.86621815
648.3015747,503.8361816,0.915348709,459.9710693,495.5683289,0.903295994,679.3304443,136.0991364,0.896797776,452.3337708,139.6687622,0.851102829
650.0588379,504.6924133,0.886823893,461.5239258,495.3786926,0.924321413,680.8725586,136.2514954,0.866503,453.6787109,139.718338,0.859978974
652.4908447,503.1647034,0.876484811,462.6799622,495.3136902,0.933397949,684.2941895,136.799408,0.848636568,456.6944885,139.3147736,0.829405487
654.6234131,503.9416809,0.893861651,464.4582214,495.177948,0.931644976,686.4532471,136.8862,0.899429858,460.8312988,139.3755951,0.82552439
657.9827881,505.0576172,0.917193115,466.1138611,494.6577454,0.924632788,688.8531494,137.799408,0.897891045,461.8262634,139.0850525,0.854642391
660.244873,505.2753906,0.918947041,467.0248108,494.1636963,0.915875316,691.2531738,137.7518005,0.929931998,463.2229004,137.9714508,0.87933743
661.0585327,504.8172607,0.916289568,467.5177002,494.0959778,0.913240492,693.585144,138.8452911,0.916405678,464.9215088,136.5255127,0.863418221
661.635437,505.2715454,0.90994525,467.0853577,493.1266174,0.905170977,694.953186,138.9343567,0.902821481,466.1320801,135.3956146,0.855289698
662.6054688,506.1242676,0.902804375,466.3709412,492.6301575,0.900324345,695.8994751,139.0380707,0.864987373,467.2316895,135.3853455,0.870538831
664.4873657,506.343811,0.87856704,465.8773499,491.9901733,0.898913622,696.8678589,138.2987366,0.863726914,468.6473999,134.8757477,0.860591233
666.6213989,506.2414856,0.837084353,465.3242188,491.6689453,0.900865674,700.1566772,137.5523682,0.846223474,470.1032104,134.4836273,0.865379512
668.1536865,508.0465088,0.850423336,465.6080933,491.3530273,0.899622262,701.0951538,138.0170746,0.858128428,471.4776611,134.0124054,0.836421609
668.6740112,508.1420288,0.856584013,465.915863,491.4314575,0.89808023,702.4371948,137.8724213,0.889874995,472.7954407,133.6279755,0.818076372
668.5201416,508.3457642,0.849049568,466.6721802,491.7357483,0.89618969,703.9118042,138.5300293,0.890447915,475.4052429,134.1339111,0.824387431
668.1331177,508.151825,0.834963679,468.4176331,491.9277344,0.898246646,705.2121582,138.9237518,0.9057616,476.9352722,133.4722748,0.838087916
667.324707,506.1555786,0.814445615,470.0218506,491.6138306,0.891584396,707.6056519,138.9559479,0.915264904,478.8355713,130.5338898,0.84213382
664.8375854,505.4298096,0.828738928,473.503418,491.8300171,0.830042541,709.7206421,139.1503448,0.908135951,479.4864502,130.0509186,0.893401563
663.8251953,505.4030457,0.817962766,479.3800659,491.3005066,0.853743792,711.4013672,139.553772,0.847615838,479.8729553,129.2301636,0.898115575
666.6264648,505.6560974,0.804330647,481.5267639,490.3354797,0.838487566,711.9736938,139.636734,0.831752896,481.0202332,128.9300079,0.884968758
670.9998169,508.0274963,0.859776914,480.4872131,490.281189,0.831720591,713.1403809,139.4928741,0.808689237,483.618103,129.5282288,0.890345097
675.9840698,508.4188538,0.876936316,477.0776978,492.2696228,0.791398823,717.1082764,138.6486206,0.857436299,485.7005005,130.4299622,0.909237921
676.4987793,506.3193054,0.889493644,471.5211487,488.3820496,0.825701654,720.3425903,141.2079468,0.884647965,488.0729065,130.6897125,0.878300965
677.786499,506.2135925,0.891339839,467.6982727,487.7919312,0.857501924,722.7800903,140.809845,0.878356934,490.611084,130.6016388,0.837056756
679.5038452,506.6159668,0.879828632,463.4951172,487.9321899,0.850024104,723.6150513,140.5124054,0.860479057,492.0121765,130.133316,0.846381068
682.4616089,507.6910706,0.86146152,458.0779724,484.9901123,0.87632978,725.1098022,140.8188171,0.846432447,493.2114563,129.4806671,0.851532459
683.6469727,508.2525024,0.871212244,455.0305176,484.210083,0.902491868,726.5331421,140.9421997,0.843502402,494.234314,129.3781738,0.851632655
684.0843506,508.0978394,0.879307568,450.3288269,482.550293,0.903932273,727.6248779,141.0138702,0.803648174,495.262146,128.1518402,0.84796524
684.2861938,508.1170044,0.883549333,445.1438293,482.3024292,0.892731905,728.371521,140.7026978,0.756608963,495.8131104,127.9166565,0.856799245
684.2172241,507.7796631,0.877963424,441.1462097,478.6018066,0.889024556,732.1775513,139.6621704,0.750803769,496.216156,127.6372223,0.864880562
685.2598267,508.934967,0.862095296,434.9573975,477.1886292,0.893541992,731.6079102,141.6923065,0.762990713,496.4155884,127.4082108,0.864626467
682.2023315,505.8221436,0.816687703,428.9710083,476.2218628,0.859364033,732.124939,142.189621,0.788068295,496.2706909,126.8497238,0.866333902
679.8328247,504.8878174,0.837658763,423.4317017,469.1014099,0.880137682,732.2261963,142.7103577,0.785837352,495.7090149,126.3162231,0.874521255
678.6144409,505.7240295,0.863775194,417.2384644,464.8537292,0.898144841,732.0396118,142.6050873,0.786442101,495.4879456,125.483223,0.879182696
678.7162476,505.1210938,0.856563747,410.7502747,462.960907,0.848601878,731.9467773,142.4709167,0.771774054,495.4601746,123.7685242,0.877603233
678.1262207,503.9370728,0.86946547,401.1255798,455.1017151,0.837397754,731.937439,142.5861359,0.777508378,495.931488,122.2533722,0.867243707
677.9068604,503.4711304,0.866266787,395.5159302,451.3902283,0.880771816,732.1865234,142.6787567,0.784905732,496.1098022,120.7841568,0.845288396
677.1118774,502.6405945,0.877193987,392.243866,444.5530701,0.87184602,731.703186,143.8693848,0.781618059,496.3672791,117.9918823,0.86783278
676.3511963,502.39328,0.879791141,385.8608093,438.9767151,0.837962031,731.2018433,144.1943512,0.793126762,496.2140198,116.3819809,0.869025707
675.3912964,501.9069519,0.878297985,380.934967,435.958313,0.887280285,730.491333,144.3469086,0.826824307,496.1415405,114.774559,0.885345519
674.7426147,501.627594,0.868164182,377.8417664,432.8163147,0.875766754,729.982605,144.4021759,0.839473009,495.546814,114.0709,0.890423656
673.2468872,501.3303528,0.869362652,373.2497559,426.5149841,0.871950328,729.7162476,144.2519531,0.838236988,495.4503784,112.7835846,0.885222018
671.6011353,500.8710327,0.858509004,367.7239075,421.9385071,0.873457789,729.4782715,144.2752991,0.850092709,494.7796936,111.3440323,0.878478706
670.7939453,500.6916199,0.856473505,363.1782837,419.5548706,0.90772754,728.7892456,144.7178802,0.854274452,493.6846619,109.659874,0.878836811
669.4588013,500.7453918,0.846687913,361.752533,413.5950317,0.878007293,728.5610962,144.5710297,0.846484601,493.6198425,108.371994,0.871747017
668.8795166,500.381897,0.847274244,357.7554016,410.69104,0.865567207,728.3573608,144.5664825,0.829522848,493.4690857,106.6548691,0.861977458
666.5925903,500.2680359,0.834356666,353.7108154,406.4528198,0.876979887,728.1796875,144.8250427,0.829342544,494.0762634,104.9467621,0.841154218
665.3063354,499.4671631,0.84984678,350.0571899,403.0994263,0.907520413,728.3103027,145.0166626,0.854238093,494.0902405,102.5153275,0.84373498
663.8569336,499.1816101,0.851453781,348.0319824,399.6628418,0.916308403,728.3458252,145.1046295,0.856570244,495.0861511,100.5746613,0.876730263
663.3895874,499.0101318,0.851744354,345.8387146,397.961792,0.850282133,728.3363647,145.0523834,0.858743906,495.7056274,99.14543152,0.902440548
663.2276611,498.987854,0.846525133,343.1392822,389.8669128,0.868501365,728.7495117,144.9695587,0.854339898,495.8238831,98.19346619,0.91194272
662.9436646,499.02771,0.837863922,341.9277954,388.0534058,0.887665451,729.1687622,144.8917084,0.842576504,495.9460754,98.29881287,0.910021663
662.718811,499.0693054,0.834927142,340.6959534,386.9396973,0.88855052,729.1694336,144.9542999,0.838714778,495.8452148,98.11425018,0.911095738
662.5322266,498.8851624,0.833624065,341.0802307,386.9926758,0.886242867,729.2099609,144.7481384,0.825453043,495.5966492,98.57347107,0.92329067
662.3809204,498.6266479,0.832980931,342.0602722,387.462738,0.881339073,729.1843872,144.7490692,0.821890354,495.4286499,99.3503418,0.918622196
662.0587769,498.6899109,0.827509463,344.1914368,389.3315125,0.86687398,729.317749,144.6776886,0.820033312,495.2492981,99.96002197,0.922332048
662.0073853,498.8186951,0.818829536,347.4754639,397.3725281,0.88324213,729.2368774,144.5700531,0.813207746,494.7882996,100.700531,0.905856788
661.9898682,498.9536438,0.822053373,353.1127625,399.8475647,0.910982192,729.3857422,144.6838837,0.820013821,494.4912109,101.3838043,0.887943029
661.7865601,498.9668274,0.816120803,360.0251465,404.1304932,0.88454181,729.3780518,144.9102631,0.821890414,494.0040588,105.3176498,0.868682563
660.9682617,499.0794983,0.806795061,367.0829163,412.3193359,0.90993005,728.7995605,144.9274445,0.831751049,493.7246094,106.5836029,0.87025398
660.354187,499.1158752,0.795534253,375.769165,417.0414124,0.872231305,728.0770264,144.7754669,0.82321614,493.2456665,108.4106522,0.876760781
660.1762695,499.0795288,0.794802427,384.1103821,426.4644165,0.837115347,726.581665,144.9562531,0.841172755,491.1037903,110.3451309,0.861046374
660.1259155,499.0577393,0.797017336,394.0147095,429.341095,0.856532812,724.895874,144.9981232,0.851643085,489.5183716,111.9534073,0.885536909
660.2094116,499.0746765,0.785829186,400.4677429,435.759491,0.870332301,723.354187,145.0408936,0.873048663,488.8997803,114.0351563,0.905796647
661.3734741,499.3318787,0.807807326,409.2129517,441.0415955,0.799534976,722.5939941,145.0500793,0.880365729,488.134613,116.2359467,0.883939028
662.4300537,499.565918,0.832926035,416.8320007,446.1519165,0.894209802,722.0795288,144.8571014,0.865951419,487.6576843,118.4189606,0.879459739
663.0595093,499.8058167,0.840900123,426.1476135,449.2321777,0.857775629,721.4092407,144.7261353,0.84536767,487.7792358,119.718956,0.85614115
663.2168579,499.9986267,0.850989282,431.3829041,453.9314575,0.854245067,721.1715088,144.490799,0.840985656,487.2629089,120.6075134,0.857367933
663.3085938,499.9492798,0.852652133,437.4278259,456.186676,0.832036197,720.2365112,144.412674,0.837652147,487.3475037,122.2885666,0.858911037
663.2418213,500.0835876,0.854158103,442.9701538,462.3435364,0.823561013,720.3122559,144.4582214,0.84434557,486.8277283,122.8313751,0.86063081
663.2935181,500.1735229,0.862596869,445.8482056,462.8496704,0.896415591,719.6984253,144.1987457,0.859430671,485.7524719,123.012619,0.869523346
663.4219971,500.3514404,0.871469438,450.9520264,463.4556885,0.890049696,719.2821045,143.7985229,0.871394098,484.790802,123.8246536,0.874290466
663.6080933,500.4680786,0.878334582,456.1951599,465.0248413,0.890820801,718.4145508,143.5796661,0.873765647,484.1286316,124.1961517,0.87246573
663.8135986,500.4969482,0.890295208,460.5131531,469.857666,0.840475798,717.423645,143.4438019,0.864452302,482.9312439,124.4888382,0.85882771
664.022522,500.545105,0.888813436,464.6950073,470.6030884,0.840226054,715.3411865,142.6461029,0.784096539,481.6455383,124.8867416,0.869976759
664.0292358,500.526825,0.891602874,470.2150269,471.4151917,0.817593694,713.777832,143.3022461,0.806967556,480.2010803,124.9856339,0.874391735
663.5007935,500.5906677,0.891291738,476.3846436,476.6037292,0.745006263,713.2422485,143.1839294,0.809479535,478.8399353,124.8412552,0.882547617
662.8004761,500.6108093,0.890844047,481.0041809,475.6753235,0.855768979,712.2966919,142.7335205,0.817406833,478.2594299,124.8261871,0.871333659
661.6975708,500.9126282,0.897620738,486.2453003,476.8154907,0.846658528,710.5971069,143.1363068,0.844684064,477.3260498,124.5203705,0.858127892
661.3629761,500.946228,0.901856542,491.3986206,477.8591614,0.824249268,708.5911255,143.3140259,0.856792808,476.7236328,124.2989807,0.82995218
661.5136719,500.5638123,0.90626055,491.844635,479.7760925,0.832439542,707.8069458,143.1519775,0.857888401,475.6448364,126.3517609,0.824270368
661.7578125,500.4041443,0.910101175,492.7261353,480.2570496,0.862606108,707.3153076,143.1703796,0.859883428,473.170929,124.6287537,0.841067076
661.934021,500.4119263,0.915059865,493.4458008,481.3759155,0.873139203,706.8079834,143.4630127,0.866873205,472.7527161,125.7082901,0.858566463
662.1091919,500.3504639,0.917474031,495.473175,482.6353455,0.855786085,705.9495239,143.2296753,0.887201309,473.5986023,127.8737946,0.893261313
662.3306885,500.2829285,0.918646932,496.332428,484.6652832,0.837570608,704.8889771,142.9911346,0.878618836,471.946167,129.2093506,0.906354964
662.3964233,500.1901245,0.918603361,496.6268005,486.8769531,0.797159195,704.0357666,142.4125061,0.883975804,470.8527527,130.2017365,0.916736841
662.6233521,500.0501709,0.921257734,496.3337402,488.6633301,0.778162837,703.1723022,141.888443,0.896392167,469.9299316,130.6588745,0.925389647
662.8692627,500.2930603,0.92401427,495.4455566,491.3701172,0.808393717,701.8276978,141.031311,0.863333285,469.3542175,131.8479919,0.919449866
663.4080811,500.2160339,0.928181171,492.374176,494.4030762,0.852996469,701.0708008,138.3296356,0.857919216,468.2461853,133.6849823,0.903065383
663.5944214,500.6210327,0.928420305,491.9924011,495.9162292,0.848130524,701.572937,137.8413696,0.825949371,466.5199585,134.9412079,0.894543529
663.3911133,500.6108093,0.926030636,490.4045715,498.3721924,0.88316524,696.9421997,138.5967407,0.810367405,465.3193054,136.1042938,0.877030551
663.4034424,500.7455139,0.921080172,488.9905701,500.5834351,0.877166331,695.7481689,139.3297729,0.823054194,463.8789063,139.090744,0.879256845
663.0709839,501.1203003,0.917017579,487.8851624,502.6456299,0.841390967,694.786499,139.3173523,0.875805795,461.9078674,140.528595,0.876152039
662.4580688,501.1236877,0.918687105,487.4031677,503.7140808,0.798559368,693.1213379,138.7198029,0.919129193,460.4864502,142.7351074,0.856486082
661.7674561,501.5740356,0.926160812,485.8656616,507.1749878,0.78614217,691.3856201,138.8933868,0.91799438,458.9838562,143.315033,0.84532851
661.2268066,501.5248413,0.927016318,484.9673462,507.7401733,0.819276989,688.4825439,137.7336731,0.911489367,455.9533081,143.3058929,0.870123267
659.7015381,501.8849487,0.926792562,482.7282104,508.4157104,0.832883298,684.8347168,136.8463135,0.89348489,453.1525879,143.3410339,0.911487877
657.1950073,501.404541,0.923968971,478.933197,508.965332,0.828579605,680.944519,136.6442413,0.875662923,449.2793274,143.804306,0.893315732
654.4745483,500.4640808,0.914936483,475.0850525,509.8031311,0.772452176,678.1229248,137.5077362,0.941809833,445.8114929,144.4636536,0.87315172
650.5449219,502.4367981,0.917071879,469.8662415,508.7128601,0.848546684,672.7908936,135.2350769,0.937756181,439.9606628,145.9536133,0.875225842
646.9383545,501.0071716,0.938362598,464.7408447,507.5967712,0.838070691,665.9478149,133.8898773,0.870117426,434.9355774,144.2238464,0.898247182
644.1467896,501.6929016,0.950061202,456.3440857,504.4526367,0.818421781,661.2471313,134.2926025,0.93836689,429.3981934,145.5309448,0.868216574
638.8955688,500.3027649,0.939472497,449.9398499,504.8067627,0.833388627,654.6953125,132.0358582,0.922562301,423.585022,144.9404755,0.882003486
633.114624,502.0299988,0.941340923,442.8683167,503.0961914,0.848379016,648.057312,132.198349,0.893863082,417.0504761,144.2873535,0.888444066
629.6700439,501.1158447,0.946114719,439.2703552,501.1540222,0.911211371,642.2113647,131.8110809,0.912591815,410.1135559,145.1175537,0.872396529
623.9877319,499.3175354,0.942400038,436.4130554,500.355896,0.912689626,635.0267944,130.8093719,0.852842808,403.3039246,144.2718201,0.908009231
619.0858765,500.6501465,0.927347362,433.0045166,499.0020142,0.902688146,628.8969116,130.0161285,0.910742819,398.6256409,143.6574707,0.877587676
614.3545532,498.0637512,0.948388577,429.8444519,499.2132874,0.890678227,622.6601563,128.9040222,0.882274628,391.0521851,145.0514069,0.885710239
611.571228,497.9241028,0.941785514,425.8381653,496.7054443,0.905815542,617.0947876,128.9972839,0.865267456,386.6351013,144.2579193,0.91348356
